DBN,School Name,Borough, District,School Type,Split Sited,Co-located at Any Site,Total Enrollment,Grades 3K-5 Enrollment,Grades 6-8 Enrollment,Grades 9-12 Enrollment,% Asian,% Black,% Hispanic,% Multiracial,% Native American,% White,% Missing Race/Ethnicity Data,% SWD,% ELL,% Poverty,2024-25 ELA # Tested,2024-25 ELA # Proficient (L3&4),2024-25 ELA % Proficient (L3&4),2024-25 Math # Tested,2024-25 Math # Proficient (L3&4),2024-25 Math % Proficient (L3&4),2023-24 Total 4-year August Grad Cohort,2023-24 % 4-year August Graduates,2023-24 Total 6-year Grad Cohort,2023-24 % 6-year Graduates
03M862,Mott Hall II,M,03,Junior High-Intermediate-Middle,,Y,350,0,350,0,3.1%,36.0%,43.7%,2.6%,0.6%,14.0%,0.0%,30.9%,6.3%,77.4%,319,148,46.4%,198,59,29.8%,,,,
04M012,Tag Young Scholars,M,04,K-8,,Y,574,368,206,0,47.0%,10.8%,16.6%,7.3%,0.7%,17.4%,0.2%,8.5%,1.4%,27.4%,391,384,98.2%,341,331,97.1%,,,,
04M037,River East Elementary,M,04,Elementary,,Y,242,242,0,0,1.7%,30.6%,58.7%,2.5%,0.0%,6.6%,0.0%,31.0%,12.0%,87.6%,87,48,55.2%,89,42,47.2%,,,,
04M038,P.S. 38 Roberto Clemente,M,04,Elementary,,Y,190,190,0,0,2.6%,25.8%,62.1%,1.1%,1.1%,7.4%,0.0%,27.4%,28.4%,Above 95%,54,21,38.9%,57,12,21.1%,,,,
04M083,P.S. 083 Luis Munoz Rivera,M,04,Elementary,,Y,323,323,0,0,8.0%,13.3%,72.4%,2.5%,0.9%,2.8%,0.0%,31.3%,21.4%,93.8%,108,73,67.6%,109,77,70.6%,,,,
04M102,P.S. 102 Jacques Cartier,M,04,Elementary,,Y,223,223,0,0,2.7%,27.4%,63.7%,1.8%,0.9%,3.6%,0.0%,22.9%,31.4%,93.7%,75,30,40.0%,76,29,38.2%,,,,
04M108,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,M,04,K-8,,Y,371,227,144,0,3.0%,24.5%,69.5%,1.1%,0.0%,1.9%,0.0%,25.1%,26.7%,Above 95%,228,76,33.3%,244,71,29.1%,,,,
04M112,P.S. 112 Jose Celso Barbosa,M,04,Early Childhood,,Y,227,227,0,0,3.1%,18.5%,71.4%,3.1%,0.4%,3.5%,0.0%,38.3%,29.5%,84.6%,,,0.0%,,,,,,,
04M146,P.S. 146 Ann M. Short,M,04,Elementary,,Y,317,317,0,0,1.9%,27.8%,65.0%,2.2%,1.3%,1.6%,0.3%,40.1%,18.3%,Above 95%,109,30,27.5%,112,40,35.7%,,,,
04M155,P.S. 155 William Paca,M,04,Elementary,,Y,192,192,0,0,2.6%,8.3%,82.8%,0.0%,5.7%,0.5%,0.0%,19.3%,39.1%,Above 95%,78,22,28.2%,93,15,16.1%,,,,
04M182,The Bilingual Bicultural School,M,04,Elementary,,Y,296,296,0,0,0.7%,3.0%,93.9%,0.0%,0.3%,2.0%,0.0%,18.9%,57.1%,93.2%,112,65,58.0%,125,81,64.8%,,,,
04M206,P.S. 206 Jose Celso Barbosa,M,04,K-8,,Y,386,195,191,0,1.3%,18.7%,76.2%,0.8%,0.8%,2.3%,0.0%,43.3%,28.0%,91.7%,332,134,40.4%,288,119,41.3%,,,,
04M224,M.S. 224 Manhattan East School for Arts & Academics,M,04,Junior High-Intermediate-Middle,,Y,170,0,170,0,4.1%,26.5%,56.5%,2.4%,1.2%,8.2%,1.2%,36.5%,8.8%,82.9%,148,73,49.3%,93,34,36.6%,,,,
04M310,The Judith S. Kaye School,Q,04,Transfer High school,Y,Y,203,0,0,203,10.3%,38.9%,45.3%,0.5%,2.0%,3.0%,0.0%,35.5%,5.4%,86.7%,,,0.0%,,,,123,47.2%,92,62.0%
04M372,Esperanza Preparatory Academy ,M,04,Secondary School,,Y,530,0,183,347,0.8%,13.8%,80.9%,0.2%,0.6%,1.5%,2.3%,22.8%,41.1%,Above 95%,154,46,29.9%,162,46,28.4%,68,77.9%,79,86.1%
04M375,Mosaic Preparatory Academy,M,04,Elementary,,Y,212,212,0,0,0.5%,34.4%,57.5%,1.4%,2.4%,3.8%,0.0%,25.0%,24.1%,Above 95%,85,23,27.1%,94,20,21.3%,,,,
04M377,Renaissance School of the Arts,M,04,Junior High-Intermediate-Middle,,Y,133,0,133,0,1.5%,34.6%,57.9%,0.8%,2.3%,1.5%,1.5%,39.1%,17.3%,Above 95%,126,51,40.5%,90,29,32.2%,,,,
04M435,Manhattan Center for Science and Mathematics,M,04,High school,,Y,1655,0,0,1655,25.7%,16.7%,44.2%,1.8%,1.0%,9.8%,0.8%,18.1%,4.9%,80.7%,,,0.0%,,,,397,98.5%,398,98.7%
04M497,Central Park East I,M,04,Elementary,,Y,169,169,0,0,7.1%,17.2%,40.2%,8.9%,0.6%,26.0%,0.0%,22.5%,3.6%,47.9%,21,15,71.4%,21,16,76.2%,,,,
04M555,Central Park East High School,M,04,High school,,Y,480,0,0,480,11.7%,22.3%,56.9%,0.6%,0.8%,7.5%,0.2%,21.0%,0.8%,75.4%,,,0.0%,,,,121,99.2%,132,100.0%
04M825,Isaac Newton Middle School for Math & Science,M,04,Junior High-Intermediate-Middle,,Y,257,0,257,0,2.3%,18.7%,72.0%,0.8%,1.2%,3.9%,1.2%,28.4%,13.6%,94.6%,231,114,49.4%,132,65,49.2%,,,,
04M964,Central Park East II,M,04,K-8,,Y,424,275,149,0,3.3%,24.5%,61.8%,2.1%,1.4%,6.6%,0.2%,30.9%,21.5%,78.3%,120,36,30.0%,115,39,33.9%,,,,
05M030,P.S. 030 Hernandez/Hughes,M,05,Elementary,,Y,220,220,0,0,0.9%,41.4%,53.6%,1.8%,1.4%,0.9%,0.0%,35.0%,25.0%,Above 95%,53,31,58.5%,60,24,40.0%,,,,
05M092,P.S. 092 Mary McLeod Bethune,M,05,Elementary,,Y,175,175,0,0,2.9%,45.1%,45.7%,1.1%,1.1%,4.0%,0.0%,37.7%,19.4%,Above 95%,63,31,49.2%,64,41,64.1%,,,,
05M123,P.S. 123 Mahalia Jackson,M,05,K-8,,Y,412,235,177,0,1.5%,46.6%,46.4%,0.7%,0.7%,4.1%,0.0%,25.0%,30.8%,Above 95%,186,61,32.8%,190,46,24.2%,,,,
05M125,P.S. 125 Ralph Bunche,M,05,Elementary,,Y,264,264,0,0,8.3%,29.2%,33.3%,5.7%,0.8%,22.3%,0.4%,21.2%,9.5%,59.5%,58,47,81.0%,59,48,81.4%,,,,
05M129,P.S. 129 John H. Finley,M,05,Elementary,,Y,234,234,0,0,1.7%,38.9%,55.1%,1.3%,0.0%,3.0%,0.0%,25.2%,20.1%,Above 95%,84,32,38.1%,86,24,27.9%,,,,
05M148,Eagle Academy for Young Men of Harlem,M,05,Secondary School,,Y,233,0,56,177,0.9%,62.7%,29.2%,2.6%,1.3%,1.3%,2.1%,42.9%,8.2%,89.3%,52,12,23.1%,35,s,17.1%,36,80.6%,32,87.5%
05M157,The Urban Assembly School for Global Commerce,M,05,High school,,Y,159,0,0,159,1.3%,45.3%,45.3%,1.9%,1.3%,1.3%,3.8%,30.8%,17.6%,91.8%,,,0.0%,,,,25,80.0%,56,80.4%
05M175,P.S. 175 Henry H Garnet,M,05,Elementary,,Y,295,295,0,0,2.0%,49.5%,37.6%,2.0%,1.0%,7.5%,0.3%,18.6%,16.6%,89.5%,104,37,35.6%,106,46,43.4%,,,,
05M194,P.S. 194 Countee Cullen,M,05,Elementary,,Y,150,150,0,0,1.3%,54.7%,40.0%,1.3%,0.7%,2.0%,0.0%,38.7%,12.7%,Above 95%,71,17,23.9%,75,19,25.3%,,,,
05M197,P.S. 197 John B. Russwurm,M,05,Elementary,,Y,212,212,0,0,0.0%,59.0%,33.5%,1.9%,0.0%,5.7%,0.0%,35.8%,16.0%,94.3%,70,29,41.4%,78,24,30.8%,,,,
05M200,P.S. 200- The James McCune Smith School,M,05,Elementary,,Y,282,282,0,0,1.1%,55.3%,33.3%,0.4%,6.0%,3.9%,0.0%,27.7%,10.3%,Above 95%,131,48,36.6%,131,40,30.5%,,,,
05M285,Harlem Renaissance High School,M,05,Transfer High school,,Y,198,0,0,198,0.5%,57.6%,39.9%,0.0%,0.5%,1.5%,0.0%,37.9%,5.6%,89.9%,,,0.0%,,,,121,38.8%,105,47.6%
05M286,Urban Assembly Academy for Future Leaders,M,05,Junior High-Intermediate-Middle,,Y,86,0,86,0,0.0%,45.3%,48.8%,1.2%,1.2%,3.5%,0.0%,57.0%,12.8%,Above 95%,84,33,39.3%,66,23,34.8%,,,,
05M304,Mott Hall High School,M,05,High school,,Y,278,0,0,278,1.1%,33.1%,60.4%,0.0%,1.1%,3.2%,1.1%,23.4%,33.5%,94.6%,,,0.0%,,,,46,91.3%,50,86.0%
05M362,Columbia Secondary School,M,05,Secondary School,,Y,721,0,298,423,12.2%,19.6%,34.5%,7.6%,0.6%,25.1%,0.4%,21.1%,1.4%,43.3%,288,234,81.3%,205,151,73.7%,97,96.9%,97,100.0%
05M369,Urban Assembly School for the Performing Arts,M,05,High school,Y,Y,175,0,0,175,0.0%,53.7%,45.1%,0.6%,0.0%,0.6%,0.0%,25.7%,8.6%,89.1%,,,0.0%,,,,72,84.7%,96,89.6%
05M371,School of Earth Exploration and Discovery Harlem (SEED Harlem),M,05,Junior High-Intermediate-Middle,,Y,73,0,73,0,0.0%,46.6%,46.6%,0.0%,4.1%,1.4%,1.4%,50.7%,13.7%,90.4%,61,14,23.0%,34,s,8.8%,,,,
05M499,Frederick Douglass Academy,M,05,Secondary School,,Y,621,0,118,503,1.4%,58.3%,34.1%,1.1%,1.8%,3.1%,0.2%,27.1%,7.4%,88.9%,107,40,37.4%,77,18,23.4%,114,93.0%,139,87.8%
05M514,New Design Middle School,M,05,Junior High-Intermediate-Middle,,Y,93,0,93,0,2.2%,34.4%,61.3%,0.0%,0.0%,2.2%,0.0%,48.4%,30.1%,Above 95%,76,23,30.3%,83,s,7.2%,,,,
06M018,P.S. 018 Park Terrace,M,06,K-8,,Y,186,101,85,0,0.0%,4.8%,93.0%,1.6%,0.0%,0.5%,0.0%,25.8%,36.6%,Above 95%,142,47,33.1%,129,40,31.0%,,,,
06M028,P.S. 028 Wright Brothers,M,06,Elementary,,Y,383,383,0,0,1.3%,13.1%,80.7%,1.3%,0.0%,3.7%,0.0%,29.0%,40.5%,91.6%,157,61,38.9%,161,72,44.7%,,,,
06M052,Harold O. Levy School,M,06,Junior High-Intermediate-Middle,,Y,131,0,130,1,0.0%,10.7%,86.3%,0.8%,0.0%,2.3%,0.0%,25.2%,48.9%,Above 95%,125,37,29.6%,74,21,28.4%,,,,
06M103,Dos Puentes Elementary School,M,06,Elementary,,Y,420,420,0,0,1.0%,1.4%,74.5%,3.1%,0.0%,20.0%,0.0%,21.4%,36.7%,65.7%,178,108,60.7%,185,125,67.6%,,,,
06M115,P.S. 115 Alexander Humboldt,M,06,Elementary,,Y,358,358,0,0,0.6%,3.6%,91.3%,0.8%,0.6%,3.1%,0.0%,26.3%,35.2%,Above 95%,161,63,39.1%,169,90,53.3%,,,,
06M128,P.S. 128 Audubon,M,06,Elementary,,Y,451,451,0,0,0.9%,5.3%,89.1%,0.4%,1.1%,3.1%,0.0%,23.7%,25.9%,86.0%,195,91,46.7%,201,78,38.8%,,,,
06M132,P.S. 132 Juan Pablo Duarte,M,06,Elementary,,Y,200,200,0,0,1.0%,4.0%,91.0%,1.0%,0.0%,3.0%,0.0%,33.5%,54.0%,Above 95%,91,43,47.3%,95,58,61.1%,,,,
06M143,J.H.S. 143 Eleanor Roosevelt,M,06,Junior High-Intermediate-Middle,,Y,164,0,164,0,3.0%,2.4%,89.6%,0.0%,0.0%,4.9%,0.0%,33.5%,57.3%,Above 95%,138,37,26.8%,109,28,25.7%,,,,
06M153,P.S. 153 Adam Clayton Powell,M,06,Elementary,,Y,404,404,0,0,1.5%,19.3%,71.8%,0.7%,1.0%,5.7%,0.0%,21.5%,26.5%,89.6%,127,31,24.4%,144,62,43.1%,,,,
06M189,P.S. 189,M,06,Elementary,,Y,431,431,0,0,0.2%,4.4%,92.8%,0.2%,0.0%,2.3%,0.0%,25.5%,28.5%,93.5%,140,73,52.1%,155,89,57.4%,,,,
06M192,P.S. 192 Jacob H. Schiff,M,06,Elementary,,Y,219,219,0,0,0.9%,2.7%,93.2%,0.0%,0.5%,2.7%,0.0%,24.2%,27.4%,94.1%,71,36,50.7%,76,63,82.9%,,,,
06M209,Hamilton Grange Middle School,M,06,Junior High-Intermediate-Middle,,Y,286,0,286,0,1.4%,13.3%,74.1%,3.5%,0.7%,7.0%,0.0%,24.1%,16.8%,86.4%,271,93,34.3%,279,105,37.6%,,,,
06M211,Inwood Early College for Health and Information Technologies,M,06,High school,,Y,377,0,0,377,0.8%,5.0%,93.6%,0.3%,0.0%,0.3%,0.0%,28.6%,12.5%,Above 95%,,,0.0%,,,,82,84.1%,103,94.2%
06M223,The Mott Hall School,M,06,Junior High-Intermediate-Middle,,Y,317,0,317,0,2.5%,6.9%,68.1%,5.7%,0.3%,16.4%,0.0%,20.2%,4.7%,64.0%,297,209,70.4%,217,123,56.7%,,,,
06M278,Paula Hedbavny School,M,06,K-8,,Y,261,120,141,0,0.0%,6.9%,81.2%,1.1%,0.0%,10.7%,0.0%,29.5%,18.8%,78.2%,194,96,49.5%,175,84,48.0%,,,,
06M293,City College Academy of the Arts,M,06,Secondary School,,Y,572,0,232,340,0.2%,1.9%,95.5%,0.3%,0.5%,1.6%,0.0%,20.6%,8.6%,88.5%,230,112,48.7%,207,70,33.8%,79,98.7%,85,98.8%
06M311,Amistad Dual Language School,M,06,K-8,,Y,392,255,137,0,0.5%,1.3%,95.9%,0.8%,0.3%,1.3%,0.0%,27.8%,30.6%,82.4%,233,134,57.5%,202,138,68.3%,,,,
06M314,Muscota,M,06,Elementary,,Y,290,290,0,0,1.4%,3.4%,40.0%,10.0%,0.0%,45.2%,0.0%,21.4%,4.1%,34.5%,131,105,80.2%,131,98,74.8%,,,,
06M319,M.S. 319 - Maria Teresa,M,06,Junior High-Intermediate-Middle,,Y,228,0,228,0,0.0%,2.2%,96.5%,0.0%,0.0%,1.3%,0.0%,34.6%,37.3%,91.7%,193,51,26.4%,217,105,48.4%,,,,
06M322,Middle School 322,M,06,Junior High-Intermediate-Middle,,Y,234,0,234,0,0.4%,4.7%,94.0%,0.9%,0.0%,0.0%,0.0%,16.7%,40.6%,94.4%,208,57,27.4%,232,89,38.4%,,,,
06M324,M.S. 324 - Patria Mirabal,M,06,Junior High-Intermediate-Middle,,Y,185,0,185,0,0.0%,2.7%,93.0%,0.0%,0.5%,3.8%,0.0%,31.4%,49.2%,92.4%,165,42,25.5%,185,91,49.2%,,,,
06M328,Community Math & Science Prep,M,06,Junior High-Intermediate-Middle,,Y,115,0,115,0,0.0%,9.6%,86.1%,0.0%,0.9%,3.5%,0.0%,39.1%,51.3%,Above 95%,96,23,24.0%,105,43,41.0%,,,,
06M348,Washington Heights Expeditionary Learning School,M,06,K-12 all grades,,Y,910,276,229,405,0.9%,2.7%,91.8%,1.2%,0.0%,2.4%,1.0%,23.6%,22.2%,87.5%,325,143,44.0%,324,118,36.4%,122,93.4%,92,93.5%
06M368,The William Lynch School,M,06,Elementary,,Y,316,280,36,0,0.9%,20.6%,55.4%,3.2%,0.3%,19.6%,0.0%,23.4%,15.8%,68.4%,147,62,42.2%,153,82,53.6%,,,,
06M423,High School for Excellence and Innovation,M,06,Transfer High school,,Y,202,0,0,202,0.0%,4.0%,96.0%,0.0%,0.0%,0.0%,0.0%,8.4%,67.3%,Above 95%,,,0.0%,,,,53,66.0%,65,81.5%
06M462,The College Academy,M,06,High school,,Y,350,0,0,350,1.1%,9.7%,86.9%,0.3%,0.6%,0.9%,0.6%,24.3%,42.6%,94.0%,,,0.0%,,,,71,95.8%,86,88.4%
06M463,High School for Media and Communications,M,06,High school,,Y,363,0,0,363,0.6%,7.7%,88.7%,0.0%,0.3%,1.1%,1.7%,18.7%,51.0%,Above 95%,,,0.0%,,,,73,82.2%,88,96.6%
06M467,High School for Law and Public Service,M,06,High school,,Y,502,0,0,502,1.0%,5.6%,91.0%,0.2%,0.4%,1.2%,0.6%,12.9%,61.4%,Above 95%,,,0.0%,,,,94,78.7%,88,85.2%
06M468,High School for Health Careers and Sciences,M,06,High school,,Y,425,0,0,425,1.2%,6.8%,89.6%,0.0%,0.5%,1.2%,0.7%,18.4%,47.8%,Above 95%,,,0.0%,,,,78,88.5%,96,82.3%
06M513,Castle Bridge School,M,06,Elementary,,Y,199,199,0,0,2.0%,7.0%,72.9%,2.0%,0.0%,16.1%,0.0%,30.2%,26.6%,65.3%,23,13,56.5%,25,12,48.0%,,,,
07X030,P.S. 030 Wilton,X,07,Elementary,,Y,355,355,0,0,0.3%,22.3%,74.1%,2.3%,0.6%,0.6%,0.0%,25.1%,18.3%,Above 95%,138,43,31.2%,144,34,23.6%,,,,
07X031,P.S./M.S. 031 The William Lloyd Garrison,X,07,K-8,,Y,553,325,228,0,3.1%,30.6%,62.6%,1.4%,0.0%,2.4%,0.0%,29.1%,19.2%,92.2%,283,101,35.7%,282,127,45.0%,,,,
07X043,P.S. 043 Jonas Bronck,X,07,Elementary,,Y,358,358,0,0,1.1%,17.6%,77.7%,2.0%,0.6%,1.1%,0.0%,22.1%,13.7%,Above 95%,143,67,46.9%,145,74,51.0%,,,,
07X049,P.S. 049 Willis Avenue,X,07,Elementary,,Y,472,472,0,0,0.4%,25.4%,71.4%,0.4%,0.8%,1.5%,0.0%,22.5%,16.9%,Above 95%,151,88,58.3%,154,103,66.9%,,,,
07X065,P.S. 065 Mother Hale Academy,X,07,Elementary,,Y,197,197,0,0,0.0%,33.0%,66.0%,0.0%,0.5%,0.5%,0.0%,23.4%,16.8%,Above 95%,84,37,44.0%,89,30,33.7%,,,,
07X154,P.S. 154 Jonathan D. Hyatt,X,07,Elementary,,Y,219,219,0,0,0.5%,41.6%,52.5%,0.0%,1.4%,4.1%,0.0%,21.0%,10.5%,Above 95%,81,57,70.4%,83,56,67.5%,,,,
07X161,P.S. 161 Juan Ponce De Leon School,X,07,Elementary,,Y,310,310,0,0,0.6%,19.7%,77.7%,0.3%,0.0%,1.6%,0.0%,29.7%,11.9%,92.9%,99,40,40.4%,99,32,32.3%,,,,
07X179,P.S. 179,X,07,Elementary,,Y,212,212,0,0,0.5%,19.8%,78.3%,0.9%,0.0%,0.5%,0.0%,34.0%,21.7%,90.6%,57,24,42.1%,59,22,37.3%,,,,
07X221,South Bronx Preparatory: A College Board School,X,07,Secondary School,,Y,606,0,237,369,0.7%,26.4%,70.8%,0.2%,0.2%,1.8%,0.0%,26.7%,6.6%,95.0%,226,83,36.7%,225,72,32.0%,83,91.6%,91,98.9%
07X223,The Laboratory School of Finance and Technology: X223,X,07,Secondary School,,Y,647,0,260,387,0.6%,19.2%,78.1%,0.5%,0.6%,1.1%,0.0%,19.6%,4.9%,Above 95%,256,122,47.7%,256,162,63.3%,87,96.6%,90,98.9%
07X224,P.S./I.S. 224,X,07,Junior High-Intermediate-Middle,,Y,174,0,174,0,0.0%,27.0%,68.4%,0.6%,1.1%,2.3%,0.6%,34.5%,23.6%,Above 95%,124,33,26.6%,83,20,24.1%,,,,
07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",X,07,High school,,Y,727,0,0,727,1.5%,34.5%,61.5%,0.1%,0.8%,1.0%,0.6%,24.2%,9.5%,94.1%,,,0.0%,,,,97,86.6%,129,84.5%
07X277,P.S. 277,X,07,Elementary,,Y,356,356,0,0,2.0%,31.7%,63.2%,0.8%,1.7%,0.6%,0.0%,19.9%,14.9%,Above 95%,97,64,66.0%,103,65,63.1%,,,,
07X296,South Bronx Academy for Applied Media,X,07,Junior High-Intermediate-Middle,,Y,172,0,172,0,0.0%,36.6%,61.6%,0.6%,0.6%,0.6%,0.0%,39.5%,8.1%,Above 95%,163,50,30.7%,139,24,17.3%,,,,
07X298,Academy of Public Relations,X,07,Junior High-Intermediate-Middle,,Y,136,0,136,0,2.2%,21.3%,75.7%,0.7%,0.0%,0.0%,0.0%,36.8%,25.0%,92.6%,131,24,18.3%,118,s,5.9%,,,,
07X334,International Community High School,X,07,High school,,Y,357,0,0,357,1.1%,13.7%,82.1%,0.3%,0.3%,1.4%,1.1%,9.5%,85.4%,Above 95%,,,0.0%,,,,72,83.3%,91,91.2%
07X343,Academy of Applied Mathematics and Technology,X,07,Junior High-Intermediate-Middle,,Y,273,0,273,0,1.1%,28.9%,67.4%,1.1%,0.7%,0.7%,0.0%,27.8%,9.9%,94.5%,258,111,43.0%,212,94,44.3%,,,,
07X359,"Leaders of Excellence, Advocacy and Discovery",X,07,K-8,,Y,201,182,19,0,0.5%,29.4%,64.7%,0.0%,0.5%,5.0%,0.0%,23.9%,12.9%,82.1%,93,92,98.9%,92,87,94.6%,,,,
07X369,Young Leaders Elementary School,X,07,Elementary,,Y,219,219,0,0,0.9%,19.2%,75.8%,0.9%,1.8%,1.4%,0.0%,29.7%,13.2%,Above 95%,88,33,37.5%,88,46,52.3%,,,,
07X379,Jill Chaifetz Transfer High School,X,07,Transfer High school,,Y,191,0,0,191,0.0%,31.9%,66.0%,0.0%,0.5%,1.6%,0.0%,36.1%,14.1%,94.8%,,,0.0%,,,,106,19.8%,103,43.7%
07X381,Bronx Haven High School,X,07,Transfer High school,,Y,111,0,0,111,0.0%,27.9%,65.8%,1.8%,3.6%,0.9%,0.0%,33.3%,9.9%,93.7%,,,0.0%,,,,87,31.0%,66,60.6%
07X427,Community School for Social Justice,X,07,High school,,Y,187,0,0,187,0.0%,29.4%,66.8%,0.5%,0.5%,0.5%,2.1%,25.1%,27.8%,88.2%,,,0.0%,,,,40,85.0%,90,81.1%
07X473,Mott Haven Village Preparatory High School,X,07,High school,,Y,193,0,0,193,0.5%,19.2%,79.3%,0.0%,0.0%,1.0%,0.0%,33.7%,10.9%,Above 95%,,,0.0%,,,,38,86.8%,40,90.0%
07X495,University Heights Secondary School,X,07,High school,,Y,595,0,0,595,3.4%,32.1%,58.7%,0.3%,1.2%,3.0%,1.3%,19.7%,2.2%,87.7%,,,0.0%,,,,139,100.0%,133,100.0%
07X500,Hostos-Lincoln Academy of Science,X,07,Secondary School,,Y,458,0,153,305,0.7%,24.2%,72.9%,0.2%,1.3%,0.7%,0.0%,24.5%,7.0%,89.5%,150,53,35.3%,130,32,24.6%,64,89.1%,84,92.9%
07X522,Bronx Design and Construction Academy,X,07,High school,,Y,222,0,0,222,1.8%,31.5%,64.4%,0.5%,0.9%,0.9%,0.0%,36.0%,12.6%,94.1%,,,0.0%,,,,41,85.4%,69,82.6%
07X527,Bronx Leadership Academy II High School,X,07,High school,,Y,375,0,0,375,1.1%,30.9%,65.1%,0.0%,1.1%,1.9%,0.0%,31.7%,15.5%,Above 95%,,,0.0%,,,,99,91.9%,103,85.4%
07X548,Careers in Sports High School,X,07,High school,,Y,453,0,0,453,0.0%,26.0%,71.5%,0.4%,0.2%,1.5%,0.2%,27.4%,15.5%,Above 95%,,,0.0%,,,,120,66.7%,133,85.7%
07X551,The Urban Assembly Bronx Academy of Letters,X,07,Secondary School,,Y,408,0,112,296,0.7%,31.4%,62.3%,0.0%,1.2%,4.4%,0.0%,34.6%,16.2%,Above 95%,116,20,17.2%,114,25,21.9%,80,78.8%,88,86.4%
07X557,Mott Haven Community High School,X,07,Transfer High school,,Y,260,0,0,260,1.9%,27.7%,66.2%,0.4%,1.5%,2.3%,0.0%,33.5%,13.5%,90.8%,,,0.0%,,,,148,50.7%,106,65.1%
07X584,I.S. 584,X,07,Junior High-Intermediate-Middle,,Y,169,0,169,0,1.8%,27.8%,68.0%,0.0%,1.2%,1.2%,0.0%,33.1%,24.9%,Above 95%,145,46,31.7%,151,39,25.8%,,,,
07X600,Alfred E. Smith Career and Technical Education High School,X,07,High school,,Y,413,0,0,413,1.7%,27.4%,68.5%,0.7%,0.7%,1.0%,0.0%,28.8%,15.5%,92.0%,,,0.0%,,,,94,84.0%,76,92.1%
07X625,Bronx Legacy High School,X,07,High school,,Y,258,0,0,258,0.4%,27.5%,70.2%,0.0%,0.8%,1.2%,0.0%,23.6%,15.1%,Above 95%,,,0.0%,,,,55,90.9%,,
07X642,South Bronx Literacy Academy,X,07,Elementary,,Y,97,97,0,0,0.0%,27.8%,69.1%,0.0%,1.0%,2.1%,0.0%,47.4%,14.4%,89.7%,57,s,8.8%,51,s,7.8%,,,,
07X670,Health Opportunities High School,X,07,High school,,Y,223,0,0,223,0.0%,31.8%,65.9%,0.0%,1.3%,0.4%,0.4%,30.9%,20.6%,Above 95%,,,0.0%,,,,41,70.7%,102,86.3%
08X048,P.S. 048 Joseph R. Drake,X,08,Elementary,,Y,465,465,0,0,1.1%,20.9%,75.5%,0.6%,0.6%,1.3%,0.0%,32.3%,19.8%,Above 95%,163,45,27.6%,156,41,26.3%,,,,
08X075,P.S. 75 School of Research and Discovery,X,08,Elementary,,Y,515,515,0,0,1.4%,25.2%,69.9%,0.8%,1.0%,1.7%,0.0%,22.3%,19.6%,Above 95%,171,101,59.1%,177,130,73.4%,,,,
08X093,P.S. 093 Albert G. Oliver,X,08,Elementary,,Y,367,367,0,0,2.7%,28.3%,66.2%,0.0%,1.6%,1.1%,0.0%,20.7%,8.2%,84.7%,99,28,28.3%,100,63,63.0%,,,,
08X101,M.S. X101 Edward R. Byrne,X,08,Junior High-Intermediate-Middle,,Y,578,0,578,0,11.8%,8.8%,69.2%,1.0%,0.5%,8.5%,0.2%,24.6%,3.6%,69.7%,499,304,60.9%,408,252,61.8%,,,,
08X107,P.S. 107,X,08,Elementary,,Y,425,425,0,0,1.4%,26.8%,67.3%,0.7%,0.2%,3.5%,0.0%,31.3%,10.8%,Above 95%,188,78,41.5%,193,80,41.5%,,,,
08X119,The Dr. Emmett W. Bassett School,X,08,Elementary,Y,Y,513,513,0,0,25.9%,7.6%,58.9%,1.2%,3.7%,2.7%,0.0%,23.0%,28.3%,Above 95%,239,102,42.7%,251,160,63.7%,,,,
08X123,J.H.S. 123 James M. Kieran,X,08,Junior High-Intermediate-Middle,,Y,470,0,470,0,2.6%,18.1%,76.6%,0.2%,1.7%,0.9%,0.0%,22.3%,31.3%,94.3%,443,145,32.7%,451,124,27.5%,,,,
08X131,J.H.S. 131 Albert Einstein,X,08,Junior High-Intermediate-Middle,,Y,319,0,319,0,5.6%,22.6%,68.0%,0.9%,1.3%,1.6%,0.0%,25.1%,13.2%,92.8%,303,115,38.0%,300,115,38.3%,,,,
08X140,P.S. X140 The Eagle School,X,08,Elementary,,Y,345,345,0,0,0.3%,33.6%,62.9%,0.6%,0.6%,2.0%,0.0%,19.7%,14.5%,Above 95%,139,68,48.9%,141,64,45.4%,,,,
08X146,P.S. 146 Edward Collins,X,08,Elementary,,Y,306,306,0,0,0.0%,30.1%,63.1%,1.6%,1.0%,4.2%,0.0%,23.9%,19.3%,Above 95%,131,57,43.5%,132,71,53.8%,,,,
08X282,Women's Academy of Excellence,X,08,High school,,Y,168,0,0,168,14.3%,28.6%,42.9%,1.2%,3.6%,9.5%,0.0%,20.8%,27.4%,92.3%,,,0.0%,,,,35,74.3%,50,84.0%
08X293,Renaissance High School for Musical Theater and the Arts,X,08,High school,,Y,383,0,0,383,2.6%,26.9%,65.5%,1.3%,0.5%,2.9%,0.3%,24.8%,2.1%,86.2%,,,0.0%,,,,110,90.0%,116,92.2%
08X301,M.S. 301 Paul L. Dunbar,X,08,Junior High-Intermediate-Middle,,Y,150,0,150,0,0.0%,32.7%,62.0%,0.7%,2.0%,2.7%,0.0%,40.7%,14.0%,Above 95%,147,23,15.6%,152,23,15.1%,,,,
